Country,year,sex,age,suicides_no,population,
Turkmenistan,2006,female,75+ years,2,49893,
Turkmenistan,2006,male,15-24 years,104,517620,
Turkmenistan,2006,male,25-34 years,111,382190,
Turkmenistan,2006,male,35-54 years,132,508377,
Turkmenistan,2006,male,5-14 years,12,514454,
Turkmenistan,2006,male,55-74 years,28,152468,
Turkmenistan,2006,male,75+ years,5,26310,
Turkmenistan,2007,female,15-24 years,37,526222,
Turkmenistan,2007,female,25-34 years,18,393748,
Turkmenistan,2007,female,35-54 years,17,565599,
Turkmenistan,2007,female,5-14 years,4,490983,
Turkmenistan,2007,female,55-74 years,7,187318,
Turkmenistan,2007,female,75+ years,2,50546,
Turkmenistan,2007,male,15-24 years,67,530314,
Turkmenistan,2007,male,25-34 years,77,389981,
Turkmenistan,2007,male,35-54 years,92,520854,
Turkmenistan,2007,male,5-14 years,8,502373,
Turkmenistan,2007,male,55-74 years,23,157465,
Turkmenistan,2007,male,75+ years,2,27254,
Turkmenistan,2008,female,15-24 years,64,537815,
Turkmenistan,2008,female,25-34 years,26,403248,
Turkmenistan,2008,female,35-54 years,10,578059,
Turkmenistan,2008,female,5-14 years,6,483074,
Turkmenistan,2008,female,55-74 years,6,196586,
Turkmenistan,2008,female,75+ years,2,50970,
Turkmenistan,2008,male,15-24 years,130,542946,
Turkmenistan,2008,male,25-34 years,94,399182,
Turkmenistan,2008,male,35-54 years,120,533999,
Turkmenistan,2008,male,5-14 years,6,494360,
Turkmenistan,2008,male,55-74 years,18,163900,
Turkmenistan,2008,male,75+ years,2,27996,
Turkmenistan,2009,female,15-24 years,20,545660,
Turkmenistan,2009,female,25-34 years,14,413552,
Turkmenistan,2009,female,35-54 years,3,590092,
Turkmenistan,2009,female,5-14 years,2,478874,
Turkmenistan,2009,female,55-74 years,1,206817,
Turkmenistan,2009,female,75+ years,0,51484,
Turkmenistan,2009,male,15-24 years,47,551843,
Turkmenistan,2009,male,25-34 years,28,409223,
Turkmenistan,2009,male,35-54 years,33,546900,
Turkmenistan,2009,male,5-14 years,8,490138,
Turkmenistan,2009,male,55-74 years,7,171156,
Turkmenistan,2009,male,75+ years,2,28728,
Turkmenistan,2010,female,15-24 years,22,547882,
Turkmenistan,2010,female,25-34 years,9,424446,
Turkmenistan,2010,female,35-54 years,9,601270,
Turkmenistan,2010,female,5-14 years,5,477152,
Turkmenistan,2010,female,55-74 years,2,217434,
Turkmenistan,2010,female,75+ years,0,52217,
Turkmenistan,2010,male,15-24 years,42,554957,
Turkmenistan,2010,male,25-34 years,40,419805,
Turkmenistan,2010,male,35-54 years,35,559144,
Turkmenistan,2010,male,5-14 years,2,488434,
Turkmenistan,2010,male,55-74 years,10,178934,
Turkmenistan,2010,male,75+ years,2,29510,
Turkmenistan,2011,female,15-24 years,20,546522,
Turkmenistan,2011,female,25-34 years,5,437221,
Turkmenistan,2011,female,35-54 years,8,613486,
Turkmenistan,2011,female,5-14 years,1,478619,
Turkmenistan,2011,female,55-74 years,5,228201,
Turkmenistan,2011,female,75+ years,0,54342,
Turkmenistan,2011,male,15-24 years,27,554571,
Turkmenistan,2011,male,25-34 years,20,432553,
Turkmenistan,2011,male,35-54 years,33,572095,
Turkmenistan,2011,male,5-14 years,2,490065,
Turkmenistan,2011,male,55-74 years,8,186985,
Turkmenistan,2011,male,75+ years,1,31435,
Turkmenistan,2012,female,15-24 years,18,539169,
Turkmenistan,2012,female,25-34 years,9,449631,
Turkmenistan,2012,female,35-54 years,4,624535,
Turkmenistan,2012,female,5-14 years,2,481962,
Turkmenistan,2012,female,55-74 years,0,239090,
Turkmenistan,2012,female,75+ years,0,56523,
Turkmenistan,2012,male,15-24 years,35,547952,
Turkmenistan,2012,male,25-34 years,23,444997,
Turkmenistan,2012,male,35-54 years,39,584037,
Turkmenistan,2012,male,5-14 years,2,493572,
Turkmenistan,2012,male,55-74 years,5,195269,
Turkmenistan,2012,male,75+ years,1,33321,
Turkmenistan,2013,female,15-24 years,16,527829,
Turkmenistan,2013,female,25-34 years,8,461848,
Turkmenistan,2013,female,35-54 years,3,634920,
Turkmenistan,2013,female,5-14 years,0,486814,
Turkmenistan,2013,female,55-74 years,1,250752,
Turkmenistan,2013,female,75+ years,0,58313,
Turkmenistan,2013,male,15-24 years,19,537146,
Turkmenistan,2013,male,25-34 years,21,457380,
Turkmenistan,2013,male,35-54 years,28,595499,
Turkmenistan,2013,male,5-14 years,0,498604,
Turkmenistan,2013,male,55-74 years,4,204156,
Turkmenistan,2013,male,75+ years,1,34794,
Turkmenistan,2014,female,15-24 years,23,515853,
Turkmenistan,2014,female,25-34 years,14,474487,
Turkmenistan,2014,female,35-54 years,4,645711,
Turkmenistan,2014,female,5-14 years,0,493148,
Turkmenistan,2014,female,55-74 years,3,264297,
Turkmenistan,2014,female,75+ years,0,59137,
Turkmenistan,2014,male,15-24 years,20,525603,
Turkmenistan,2014,male,25-34 years,23,470459,
Turkmenistan,2014,male,35-54 years,39,607630,
Turkmenistan,2014,male,5-14 years,3,505170,
Turkmenistan,2014,male,55-74 years,7,214266,
Turkmenistan,2014,male,75+ years,0,35466,
Turkmenistan,2015,female,15-24 years,21,505233,
Turkmenistan,2015,female,25-34 years,11,487637,
Turkmenistan,2015,female,35-54 years,5,657432,
Turkmenistan,2015,female,5-14 years,0,501611,
Turkmenistan,2015,female,55-74 years,3,280211,
Turkmenistan,2015,female,75+ years,1,58753,
Turkmenistan,2015,male,15-24 years,31,515349,
Turkmenistan,2015,male,25-34 years,15,484397,
Turkmenistan,2015,male,35-54 years,38,620958,
Turkmenistan,2015,male,5-14 years,1,513926,
Turkmenistan,2015,male,55-74 years,7,225820,
Turkmenistan,2015,male,75+ years,0,35187,
Turks and Caicos Islands,1980,female,15-24 years,0,,
Turks and Caicos Islands,1980,female,25-34 years,0,,
Turks and Caicos Islands,1980,female,35-54 years,0,,
Turks and Caicos Islands,1980,female,5-14 years,0,,
Turks and Caicos Islands,1980,female,55-74 years,0,,
Turks and Caicos Islands,1980,female,75+ years,0,,
Turks and Caicos Islands,1980,male,15-24 years,0,,
Turks and Caicos Islands,1980,male,25-34 years,0,,
Turks and Caicos Islands,1980,male,35-54 years,0,,
Turks and Caicos Islands,1980,male,5-14 years,0,,
Turks and Caicos Islands,1980,male,55-74 years,0,,
Turks and Caicos Islands,1980,male,75+ years,0,,
Turks and Caicos Islands,1981,female,15-24 years,0,,
Turks and Caicos Islands,1981,female,25-34 years,0,,
Turks and Caicos Islands,1981,female,35-54 years,0,,
Turks and Caicos Islands,1981,female,5-14 years,0,,
Turks and Caicos Islands,1981,female,55-74 years,0,,
Turks and Caicos Islands,1981,female,75+ years,0,,
Turks and Caicos Islands,1981,male,15-24 years,0,,
Turks and Caicos Islands,1981,male,25-34 years,0,,
Turks and Caicos Islands,1981,male,35-54 years,0,,
Turks and Caicos Islands,1981,male,5-14 years,0,,
Turks and Caicos Islands,1981,male,55-74 years,0,,
Turks and Caicos Islands,1981,male,75+ years,0,,
Turks and Caicos Islands,1984,female,15-24 years,0,,
Turks and Caicos Islands,1984,female,25-34 years,0,,
Turks and Caicos Islands,1984,female,35-54 years,0,,
Turks and Caicos Islands,1984,female,5-14 years,0,,
Turks and Caicos Islands,1984,female,55-74 years,0,,
Turks and Caicos Islands,1984,female,75+ years,0,,
Turks and Caicos Islands,1984,male,15-24 years,0,,
Turks and Caicos Islands,1984,male,25-34 years,0,,
Turks and Caicos Islands,1984,male,35-54 years,0,,
Turks and Caicos Islands,1984,male,5-14 years,0,,
Turks and Caicos Islands,1984,male,55-74 years,0,,
Turks and Caicos Islands,1984,male,75+ years,0,,
Turks and Caicos Islands,1985,female,15-24 years,0,,
Turks and Caicos Islands,1985,female,25-34 years,0,,
Turks and Caicos Islands,1985,female,35-54 years,0,,
Turks and Caicos Islands,1985,female,5-14 years,0,,
Turks and Caicos Islands,1985,female,55-74 years,0,,
Turks and Caicos Islands,1985,female,75+ years,0,,
Turks and Caicos Islands,1985,male,15-24 years,0,,
Turks and Caicos Islands,1985,male,25-34 years,0,,
Turks and Caicos Islands,1985,male,35-54 years,0,,
Turks and Caicos Islands,1985,male,5-14 years,0,,
Turks and Caicos Islands,1985,male,55-74 years,0,,
Turks and Caicos Islands,1985,male,75+ years,0,,
Turks and Caicos Islands,1986,female,15-24 years,0,,
Turks and Caicos Islands,1986,female,25-34 years,0,,
Turks and Caicos Islands,1986,female,35-54 years,0,,
Turks and Caicos Islands,1986,female,5-14 years,0,,
Turks and Caicos Islands,1986,female,55-74 years,0,,
Turks and Caicos Islands,1986,female,75+ years,0,,
Turks and Caicos Islands,1986,male,15-24 years,0,,
Turks and Caicos Islands,1986,male,25-34 years,0,,
Turks and Caicos Islands,1986,male,35-54 years,0,,
Turks and Caicos Islands,1986,male,5-14 years,0,,
Turks and Caicos Islands,1986,male,55-74 years,0,,
Turks and Caicos Islands,1986,male,75+ years,0,,
Turks and Caicos Islands,1987,female,15-24 years,0,,
Turks and Caicos Islands,1987,female,25-34 years,0,,
Turks and Caicos Islands,1987,female,35-54 years,0,,
Turks and Caicos Islands,1987,female,5-14 years,0,,
Turks and Caicos Islands,1987,female,55-74 years,0,,
Turks and Caicos Islands,1987,female,75+ years,0,,
Turks and Caicos Islands,1987,male,15-24 years,0,,
Turks and Caicos Islands,1987,male,25-34 years,0,,
Turks and Caicos Islands,1987,male,35-54 years,0,,
Turks and Caicos Islands,1987,male,5-14 years,0,,
Turks and Caicos Islands,1987,male,55-74 years,0,,
Turks and Caicos Islands,1987,male,75+ years,0,,
Turks and Caicos Islands,1988,female,15-24 years,0,,
Turks and Caicos Islands,1988,female,25-34 years,0,,
Turks and Caicos Islands,1988,female,35-54 years,0,,
Turks and Caicos Islands,1988,female,5-14 years,0,,
Turks and Caicos Islands,1988,female,55-74 years,0,,
Turks and Caicos Islands,1988,female,75+ years,0,,
Turks and Caicos Islands,1988,male,15-24 years,0,,
Turks and Caicos Islands,1988,male,25-34 years,0,,
Turks and Caicos Islands,1988,male,35-54 years,0,,
Turks and Caicos Islands,1988,male,5-14 years,0,,
Turks and Caicos Islands,1988,male,55-74 years,0,,
Turks and Caicos Islands,1988,male,75+ years,0,,
Turks and Caicos Islands,1989,female,15-24 years,0,,
Turks and Caicos Islands,1989,female,25-34 years,0,,
Turks and Caicos Islands,1989,female,35-54 years,0,,
Turks and Caicos Islands,1989,female,5-14 years,0,,
Turks and Caicos Islands,1989,female,55-74 years,0,,
Turks and Caicos Islands,1989,female,75+ years,0,,
Turks and Caicos Islands,1989,male,15-24 years,0,,
Turks and Caicos Islands,1989,male,25-34 years,0,,
Turks and Caicos Islands,1989,male,35-54 years,0,,
Turks and Caicos Islands,1989,male,5-14 years,0,,
Turks and Caicos Islands,1989,male,55-74 years,0,,
Turks and Caicos Islands,1989,male,75+ years,0,,
Turks and Caicos Islands,1990,female,15-24 years,0,,
Turks and Caicos Islands,1990,female,25-34 years,0,,
Turks and Caicos Islands,1990,female,35-54 years,0,,
Turks and Caicos Islands,1990,female,5-14 years,0,,
Turks and Caicos Islands,1990,female,55-74 years,0,,
Turks and Caicos Islands,1990,female,75+ years,0,,
Turks and Caicos Islands,1990,male,15-24 years,0,,
Turks and Caicos Islands,1990,male,25-34 years,0,,
Turks and Caicos Islands,1990,male,35-54 years,0,,
Turks and Caicos Islands,1990,male,5-14 years,0,,
Turks and Caicos Islands,1990,male,55-74 years,0,,
Turks and Caicos Islands,1990,male,75+ years,0,,
Turks and Caicos Islands,1991,female,15-24 years,0,,
Turks and Caicos Islands,1991,female,25-34 years,0,,
Turks and Caicos Islands,1991,female,35-54 years,0,,
Turks and Caicos Islands,1991,female,5-14 years,0,,
Turks and Caicos Islands,1991,female,55-74 years,0,,
Turks and Caicos Islands,1991,female,75+ years,0,,
Turks and Caicos Islands,1991,male,15-24 years,0,,
Turks and Caicos Islands,1991,male,25-34 years,0,,
Turks and Caicos Islands,1991,male,35-54 years,0,,
Turks and Caicos Islands,1991,male,5-14 years,0,,
Turks and Caicos Islands,1991,male,55-74 years,0,,
Turks and Caicos Islands,1991,male,75+ years,0,,
Turks and Caicos Islands,1992,female,15-24 years,0,,
Turks and Caicos Islands,1992,female,25-34 years,0,,
Turks and Caicos Islands,1992,female,35-54 years,0,,
Turks and Caicos Islands,1992,female,5-14 years,0,,
Turks and Caicos Islands,1992,female,55-74 years,0,,
Turks and Caicos Islands,1992,female,75+ years,0,,
Turks and Caicos Islands,1992,male,15-24 years,0,,
Turks and Caicos Islands,1992,male,25-34 years,0,,
Turks and Caicos Islands,1992,male,35-54 years,0,,
Turks and Caicos Islands,1992,male,5-14 years,0,,
Turks and Caicos Islands,1992,male,55-74 years,0,,
Turks and Caicos Islands,1992,male,75+ years,0,,
Turks and Caicos Islands,1993,female,15-24 years,0,,
Turks and Caicos Islands,1993,female,25-34 years,0,,
Turks and Caicos Islands,1993,female,35-54 years,0,,
Turks and Caicos Islands,1993,female,5-14 years,0,,
Turks and Caicos Islands,1993,female,55-74 years,0,,
Turks and Caicos Islands,1993,female,75+ years,0,,
Turks and Caicos Islands,1993,male,15-24 years,0,,
Turks and Caicos Islands,1993,male,25-34 years,0,,
Turks and Caicos Islands,1993,male,35-54 years,0,,
Turks and Caicos Islands,1993,male,5-14 years,0,,
Turks and Caicos Islands,1993,male,55-74 years,0,,
Turks and Caicos Islands,1993,male,75+ years,0,,
Turks and Caicos Islands,1994,female,15-24 years,1,,
Turks and Caicos Islands,1994,female,25-34 years,0,,
Turks and Caicos Islands,1994,female,35-54 years,0,,
Turks and Caicos Islands,1994,female,5-14 years,0,,
Turks and Caicos Islands,1994,female,55-74 years,0,,
Turks and Caicos Islands,1994,female,75+ years,0,,
Turks and Caicos Islands,1994,male,15-24 years,0,,
Turks and Caicos Islands,1994,male,25-34 years,0,,
Turks and Caicos Islands,1994,male,35-54 years,0,,
Turks and Caicos Islands,1994,male,5-14 years,0,,
Turks and Caicos Islands,1994,male,55-74 years,0,,
Turks and Caicos Islands,1994,male,75+ years,0,,
Turks and Caicos Islands,1995,female,15-24 years,0,,
Turks and Caicos Islands,1995,female,25-34 years,0,,
Turks and Caicos Islands,1995,female,35-54 years,0,,
Turks and Caicos Islands,1995,female,5-14 years,0,,
Turks and Caicos Islands,1995,female,55-74 years,0,,
Turks and Caicos Islands,1995,female,75+ years,0,,
Turks and Caicos Islands,1995,male,15-24 years,0,,
Turks and Caicos Islands,1995,male,25-34 years,0,,
Turks and Caicos Islands,1995,male,35-54 years,1,,
Turks and Caicos Islands,1995,male,5-14 years,0,,
Turks and Caicos Islands,1995,male,55-74 years,0,,
Turks and Caicos Islands,1995,male,75+ years,0,,
Turks and Caicos Islands,1996,female,15-24 years,0,,
Turks and Caicos Islands,1996,female,25-34 years,0,,
Turks and Caicos Islands,1996,female,35-54 years,0,,
Turks and Caicos Islands,1996,female,5-14 years,0,,
Turks and Caicos Islands,1996,female,55-74 years,0,,
Turks and Caicos Islands,1996,female,75+ years,0,,
Turks and Caicos Islands,1996,male,15-24 years,0,,
Turks and Caicos Islands,1996,male,25-34 years,0,,
Turks and Caicos Islands,1996,male,35-54 years,0,,
Turks and Caicos Islands,1996,male,5-14 years,0,,
Turks and Caicos Islands,1996,male,55-74 years,0,,
Turks and Caicos Islands,1996,male,75+ years,0,,
Turks and Caicos Islands,1997,female,15-24 years,0,,
Turks and Caicos Islands,1997,female,25-34 years,0,,
Turks and Caicos Islands,1997,female,35-54 years,0,,
Turks and Caicos Islands,1997,female,5-14 years,0,,
Turks and Caicos Islands,1997,female,55-74 years,0,,
Turks and Caicos Islands,1997,female,75+ years,0,,
Turks and Caicos Islands,1997,male,15-24 years,0,,
Turks and Caicos Islands,1997,male,25-34 years,0,,
Turks and Caicos Islands,1997,male,35-54 years,0,,
Turks and Caicos Islands,1997,male,5-14 years,0,,
Turks and Caicos Islands,1997,male,55-74 years,0,,
Turks and Caicos Islands,1997,male,75+ years,0,,
Turks and Caicos Islands,1998,female,15-24 years,0,,
Turks and Caicos Islands,1998,female,25-34 years,0,,
Turks and Caicos Islands,1998,female,35-54 years,0,,
Turks and Caicos Islands,1998,female,5-14 years,0,,
Turks and Caicos Islands,1998,female,55-74 years,0,,
Turks and Caicos Islands,1998,female,75+ years,0,,
Turks and Caicos Islands,1998,male,15-24 years,0,,
Turks and Caicos Islands,1998,male,25-34 years,0,,
Turks and Caicos Islands,1998,male,35-54 years,0,,
Turks and Caicos Islands,1998,male,5-14 years,0,,
Turks and Caicos Islands,1998,male,55-74 years,0,,
Turks and Caicos Islands,1998,male,75+ years,0,,
Turks and Caicos Islands,1999,female,15-24 years,0,,
Turks and Caicos Islands,1999,female,25-34 years,0,,
Turks and Caicos Islands,1999,female,35-54 years,0,,
Turks and Caicos Islands,1999,female,5-14 years,0,,
Turks and Caicos Islands,1999,female,55-74 years,0,,
Turks and Caicos Islands,1999,female,75+ years,0,,
Turks and Caicos Islands,1999,male,15-24 years,0,,
Turks and Caicos Islands,1999,male,25-34 years,0,,
Turks and Caicos Islands,1999,male,35-54 years,0,,
Turks and Caicos Islands,1999,male,5-14 years,0,,
Turks and Caicos Islands,1999,male,55-74 years,0,,
Turks and Caicos Islands,1999,male,75+ years,0,,
Turks and Caicos Islands,2000,female,15-24 years,0,,
Turks and Caicos Islands,2000,female,25-34 years,0,,
Turks and Caicos Islands,2000,female,35-54 years,0,,
Turks and Caicos Islands,2000,female,5-14 years,0,,
Turks and Caicos Islands,2000,female,55-74 years,0,,
Turks and Caicos Islands,2000,female,75+ years,0,,
Turks and Caicos Islands,2000,male,15-24 years,0,,
Turks and Caicos Islands,2000,male,25-34 years,0,,
Turks and Caicos Islands,2000,male,35-54 years,0,,
Turks and Caicos Islands,2000,male,5-14 years,0,,
Turks and Caicos Islands,2000,male,55-74 years,0,,
Turks and Caicos Islands,2000,male,75+ years,0,,
Turks and Caicos Islands,2001,female,15-24 years,0,,
Turks and Caicos Islands,2001,female,25-34 years,0,,
Turks and Caicos Islands,2001,female,35-54 years,0,,
Turks and Caicos Islands,2001,female,5-14 years,0,,
Turks and Caicos Islands,2001,female,55-74 years,0,,
Turks and Caicos Islands,2001,female,75+ years,0,,
Turks and Caicos Islands,2001,male,15-24 years,0,,
Turks and Caicos Islands,2001,male,25-34 years,0,,
Turks and Caicos Islands,2001,male,35-54 years,0,,
Turks and Caicos Islands,2001,male,5-14 years,0,,
Turks and Caicos Islands,2001,male,55-74 years,0,,
Turks and Caicos Islands,2001,male,75+ years,0,,
Turks and Caicos Islands,2002,female,15-24 years,0,,
Turks and Caicos Islands,2002,female,25-34 years,0,,
Turks and Caicos Islands,2002,female,35-54 years,0,,
Turks and Caicos Islands,2002,female,5-14 years,0,,
Turks and Caicos Islands,2002,female,55-74 years,0,,
Turks and Caicos Islands,2002,female,75+ years,0,,
Turks and Caicos Islands,2002,male,15-24 years,0,,
Turks and Caicos Islands,2002,male,25-34 years,0,,
Turks and Caicos Islands,2002,male,35-54 years,0,,
Turks and Caicos Islands,2002,male,5-14 years,0,,
Turks and Caicos Islands,2002,male,55-74 years,0,,
Turks and Caicos Islands,2002,male,75+ years,0,,
Turks and Caicos Islands,2003,female,15-24 years,0,,
Turks and Caicos Islands,2003,female,25-34 years,0,,
Turks and Caicos Islands,2003,female,35-54 years,0,,
Turks and Caicos Islands,2003,female,5-14 years,0,,
Turks and Caicos Islands,2003,female,55-74 years,0,,
Turks and Caicos Islands,2003,female,75+ years,0,,
Turks and Caicos Islands,2003,male,15-24 years,0,,
Turks and Caicos Islands,2003,male,25-34 years,0,,
Turks and Caicos Islands,2003,male,35-54 years,1,,
Turks and Caicos Islands,2003,male,5-14 years,0,,
Turks and Caicos Islands,2003,male,55-74 years,0,,
Turks and Caicos Islands,2003,male,75+ years,0,,
Turks and Caicos Islands,2004,female,15-24 years,0,,
Turks and Caicos Islands,2004,female,25-34 years,0,,
Turks and Caicos Islands,2004,female,35-54 years,0,,
Turks and Caicos Islands,2004,female,5-14 years,0,,
Turks and Caicos Islands,2004,female,55-74 years,0,,
Turks and Caicos Islands,2004,female,75+ years,0,,
Turks and Caicos Islands,2004,male,15-24 years,0,,
Turks and Caicos Islands,2004,male,25-34 years,0,,
Turks and Caicos Islands,2004,male,35-54 years,1,,
Turks and Caicos Islands,2004,male,5-14 years,0,,
Turks and Caicos Islands,2004,male,55-74 years,0,,
Turks and Caicos Islands,2004,male,75+ years,0,,
Turks and Caicos Islands,2005,female,15-24 years,0,,
Turks and Caicos Islands,2005,female,25-34 years,0,,
Turks and Caicos Islands,2005,female,35-54 years,0,,
Turks and Caicos Islands,2005,female,5-14 years,0,,
Turks and Caicos Islands,2005,female,55-74 years,0,,
Turks and Caicos Islands,2005,female,75+ years,0,,
Turks and Caicos Islands,2005,male,15-24 years,0,,
Turks and Caicos Islands,2005,male,25-34 years,0,,
Turks and Caicos Islands,2005,male,35-54 years,0,,
Turks and Caicos Islands,2005,male,5-14 years,0,,
Turks and Caicos Islands,2005,male,55-74 years,0,,
Turks and Caicos Islands,2005,male,75+ years,0,,
Turks and Caicos Islands,2006,female,15-24 years,0,,
Turks and Caicos Islands,2006,female,25-34 years,0,,
Turks and Caicos Islands,2006,female,35-54 years,0,,
Turks and Caicos Islands,2006,female,5-14 years,0,,
Turks and Caicos Islands,2006,female,55-74 years,0,,
Turks and Caicos Islands,2006,female,75+ years,0,,
Turks and Caicos Islands,2006,male,15-24 years,0,,
Turks and Caicos Islands,2006,male,25-34 years,0,,
Turks and Caicos Islands,2006,male,35-54 years,0,,
Turks and Caicos Islands,2006,male,5-14 years,0,,
Turks and Caicos Islands,2006,male,55-74 years,0,,
Turks and Caicos Islands,2006,male,75+ years,0,,
Turks and Caicos Islands,2007,female,15-24 years,0,,
Turks and Caicos Islands,2007,female,25-34 years,0,,
Turks and Caicos Islands,2007,female,35-54 years,0,,
Turks and Caicos Islands,2007,female,5-14 years,0,,
Turks and Caicos Islands,2007,female,55-74 years,0,,
Turks and Caicos Islands,2007,female,75+ years,0,,
Turks and Caicos Islands,2007,male,15-24 years,0,,
Turks and Caicos Islands,2007,male,25-34 years,0,,
Turks and Caicos Islands,2007,male,35-54 years,0,,
Turks and Caicos Islands,2007,male,5-14 years,0,,
Turks and Caicos Islands,2007,male,55-74 years,0,,
Turks and Caicos Islands,2007,male,75+ years,0,,
Turks and Caicos Islands,2008,female,15-24 years,0,,
Turks and Caicos Islands,2008,female,25-34 years,0,,
Turks and Caicos Islands,2008,female,35-54 years,0,,
Turks and Caicos Islands,2008,female,5-14 years,0,,
Turks and Caicos Islands,2008,female,55-74 years,0,,
Turks and Caicos Islands,2008,female,75+ years,0,,
Turks and Caicos Islands,2008,male,15-24 years,0,,
Turks and Caicos Islands,2008,male,25-34 years,0,,
Turks and Caicos Islands,2008,male,35-54 years,0,,
Turks and Caicos Islands,2008,male,5-14 years,0,,
Turks and Caicos Islands,2008,male,55-74 years,0,,
Turks and Caicos Islands,2008,male,75+ years,0,,
Turks and Caicos Islands,2009,female,15-24 years,0,,
Turks and Caicos Islands,2009,female,25-34 years,0,,
Turks and Caicos Islands,2009,female,35-54 years,0,,
Turks and Caicos Islands,2009,female,5-14 years,0,,
Turks and Caicos Islands,2009,female,55-74 years,0,,
Turks and Caicos Islands,2009,female,75+ years,0,,
Turks and Caicos Islands,2009,male,15-24 years,1,,
Turks and Caicos Islands,2009,male,25-34 years,0,,
Turks and Caicos Islands,2009,male,35-54 years,0,,
Turks and Caicos Islands,2009,male,5-14 years,0,,
Turks and Caicos Islands,2009,male,55-74 years,0,,
Turks and Caicos Islands,2009,male,75+ years,0,,
Turks and Caicos Islands,2013,female,15-24 years,0,,
Turks and Caicos Islands,2013,female,25-34 years,0,,
Turks and Caicos Islands,2013,female,35-54 years,0,,
Turks and Caicos Islands,2013,female,5-14 years,0,,
Turks and Caicos Islands,2013,female,55-74 years,0,,
Turks and Caicos Islands,2013,female,75+ years,0,,
Turks and Caicos Islands,2013,male,15-24 years,0,,
Turks and Caicos Islands,2013,male,25-34 years,0,,
Turks and Caicos Islands,2013,male,35-54 years,0,,
Turks and Caicos Islands,2013,male,5-14 years,0,,
Turks and Caicos Islands,2013,male,55-74 years,0,,
Turks and Caicos Islands,2013,male,75+ years,0,,
Turks and Caicos Islands,2014,female,15-24 years,0,,
Turks and Caicos Islands,2014,female,25-34 years,0,,
Turks and Caicos Islands,2014,female,35-54 years,0,,
Turks and Caicos Islands,2014,female,5-14 years,0,,
Turks and Caicos Islands,2014,female,55-74 years,0,,
Turks and Caicos Islands,2014,female,75+ years,0,,
Turks and Caicos Islands,2014,male,15-24 years,0,,
Turks and Caicos Islands,2014,male,25-34 years,0,,
Turks and Caicos Islands,2014,male,35-54 years,1,,
Turks and Caicos Islands,2014,male,5-14 years,0,,
Turks and Caicos Islands,2014,male,55-74 years,0,,
Turks and Caicos Islands,2014,male,75+ years,0,,
Ukraine,1981,female,15-24 years,122,3890000,
Ukraine,1981,female,25-34 years,206,3725600,
Ukraine,1981,female,35-54 years,912,7130800,
Ukraine,1981,female,5-14 years,5,3493600,
Ukraine,1981,female,55-74 years,970,5730400,
Ukraine,1981,female,75+ years,314,1467800,
Ukraine,1981,male,15-24 years,748,4020900,
Ukraine,1981,male,25-34 years,1736,3622500,
Ukraine,1981,male,35-54 years,4608,6286600,
Ukraine,1981,male,5-14 years,40,3610100,
Ukraine,1981,male,55-74 years,1792,3011500,
Ukraine,1981,male,75+ years,430,556000,
Ukraine,1982,female,15-24 years,126,3826200,
Ukraine,1982,female,25-34 years,247,3811500,
Ukraine,1982,female,35-54 years,897,7014500,
Ukraine,1982,female,5-14 years,4,3505300,
Ukraine,1982,female,55-74 years,995,5825400,
Ukraine,1982,female,75+ years,386,1522200,
Ukraine,1982,male,15-24 years,718,3954100,
Ukraine,1982,male,25-34 years,1789,3722100,
Ukraine,1982,male,35-54 years,4724,6223500,
Ukraine,1982,male,5-14 years,48,3622300,
Ukraine,1982,male,55-74 years,2126,3121200,
Ukraine,1982,male,75+ years,468,574800,
Ukraine,1983,female,15-24 years,,3703300,
Ukraine,1983,female,25-34 years,,3877700,
Ukraine,1983,female,35-54 years,,6908000,
Ukraine,1983,female,5-14 years,,3528900,
Ukraine,1983,female,55-74 years,,5964800,
Ukraine,1983,female,75+ years,,1601600,
Ukraine,1983,male,15-24 years,,3818100,
Ukraine,1983,male,25-34 years,,3805300,
Ukraine,1983,male,35-54 years,,6159700,
Ukraine,1983,male,5-14 years,,3650700,
Ukraine,1983,male,55-74 years,,3318200,
Ukraine,1983,male,75+ years,,598300,
Ukraine,1985,female,15-24 years,117,3579500,
Ukraine,1985,female,25-34 years,204,3921300,
Ukraine,1985,female,35-54 years,763,6836100,
Ukraine,1985,female,5-14 years,11,3556100,
Ukraine,1985,female,55-74 years,1028,6084100,
Ukraine,1985,female,75+ years,393,1678800,
Ukraine,1985,male,15-24 years,614,3679300,
Ukraine,1985,male,25-34 years,1573,3859900,
Ukraine,1985,male,35-54 years,4064,6125800,
Ukraine,1985,male,5-14 years,35,3682400,
Ukraine,1985,male,55-74 years,2065,3505500,
Ukraine,1985,male,75+ years,472,618800,
Ukraine,1986,female,15-24 years,116,3507700,
Ukraine,1986,female,25-34 years,210,3943900,
Ukraine,1986,female,35-54 years,683,6837700,
Ukraine,1986,female,5-14 years,15,3563700,
Ukraine,1986,female,55-74 years,1023,6106500,
Ukraine,1986,female,75+ years,485,1737000,
Ukraine,1986,male,15-24 years,510,3599300,
Ukraine,1986,male,25-34 years,1266,3883300,
Ukraine,1986,male,35-54 years,2910,6147000,
Ukraine,1986,male,5-14 years,52,3688600,
Ukraine,1986,male,55-74 years,1687,3594600,
Ukraine,1986,male,75+ years,513,634300,
Ukraine,1987,female,15-24 years,128,3459900,
